Date,Open,High,Low,Close,Adj Close,Volume
2009-09-30,106.360001,106.459999,104.620003,105.589996,105.589996,254383000
2009-10-01,103.000000,105.730003,102.949997,102.970001,102.970001,281840600
2009-10-02,102.019997,103.099998,101.989998,102.489998,102.489998,224748800
2009-10-05,102.900002,104.320000,102.599998,104.019997,104.019997,149875000
2009-10-06,104.769997,106.110001,104.709999,105.510002,105.510002,202491100
2009-10-07,105.269997,105.910004,105.070000,105.800003,105.800003,159200300
2009-10-08,106.550003,107.169998,105.849998,106.610001,106.610001,183305800
2009-10-09,106.639999,107.260002,106.360001,107.260002,107.260002,135008300
2009-10-12,107.760002,108.089996,107.279999,107.680000,107.680000,118031000
2009-10-13,107.389999,107.709999,106.760002,107.459999,107.459999,157692700
2009-10-14,108.720001,109.419998,107.419998,109.309998,109.309998,191421600
2009-10-15,108.779999,109.709999,108.730003,109.709999,109.709999,173873600
2009-10-16,108.800003,109.269997,108.230003,108.889999,108.889999,192069400
2009-10-19,109.070000,110.129997,108.730003,109.790001,109.790001,159530400
2009-10-20,109.949997,109.989998,108.680000,109.209999,109.209999,180921100
2009-10-21,109.040001,110.309998,108.150002,108.230003,108.230003,225379300
2009-10-22,108.190002,109.680000,107.500000,109.330002,109.330002,238444000
2009-10-23,109.690002,109.760002,107.629997,108.080002,108.080002,240033200
2009-10-26,108.199997,109.309998,106.610001,106.910004,106.910004,242028200
2009-10-27,107.029999,107.389999,106.160004,106.419998,106.419998,253266300
2009-10-28,106.150002,106.480003,104.349998,104.410004,104.410004,248821400
2009-10-29,105.190002,106.860001,104.940002,106.650002,106.650002,198110600
2009-10-30,106.300003,106.620003,103.440002,103.559998,103.559998,325608100
2009-11-02,104.129997,105.410004,103.080002,104.320000,104.320000,254222900
2009-11-03,103.739998,104.800003,103.540001,104.650002,104.650002,228362600
2009-11-04,105.510002,106.330002,104.650002,104.919998,104.919998,247996700
2009-11-05,105.660004,106.879997,105.440002,106.849998,106.849998,180015300
2009-11-06,106.260002,107.400002,106.050003,107.129997,107.129997,170954100
2009-11-09,107.949997,109.629997,107.870003,109.570000,109.570000,159495700
2009-11-10,109.309998,109.930000,108.970001,109.589996,109.589996,171899800
2009-11-11,110.309998,110.820000,109.620003,110.150002,110.150002,169466200
2009-11-12,110.000000,110.570000,108.750000,109.029999,109.029999,157144500
2009-11-13,109.309998,110.089996,108.750000,109.620003,109.620003,150963000
2009-11-16,110.379997,111.690002,110.320000,111.209999,111.209999,210922200
2009-11-17,110.919998,111.389999,110.500000,111.339996,111.339996,147134100
2009-11-18,111.260002,111.430000,110.570000,111.269997,111.269997,156486800
2009-11-19,110.510002,111.309998,109.129997,109.820000,109.820000,208734600
2009-11-20,109.250000,109.760002,109.010002,109.430000,109.430000,134196000
2009-11-23,110.720001,111.739998,110.599998,110.820000,110.820000,148010200
2009-11-24,111.000000,111.199997,110.010002,110.989998,110.989998,138420100
2009-11-25,111.169998,111.500000,110.820000,111.379997,111.379997,109564800
2009-11-27,108.400002,110.320000,108.290001,109.570000,109.570000,126001800
2009-11-30,109.480003,110.199997,108.120003,109.940002,109.940002,160874800
2009-12-01,110.919998,111.660004,110.730003,111.300003,111.300003,159613700
2009-12-02,111.279999,112.010002,110.919998,111.250000,111.250000,132315100
2009-12-03,111.550003,112.180000,110.290001,110.379997,110.379997,167324900
2009-12-04,111.839996,112.379997,110.040001,111.010002,111.010002,274907800
2009-12-07,110.910004,111.529999,110.489998,110.839996,110.839996,127973800
2009-12-08,110.040001,110.769997,109.269997,109.610001,109.610001,169863700
2009-12-09,109.580002,110.180000,109.019997,110.019997,110.019997,155063400
2009-12-10,110.699997,111.120003,110.449997,110.639999,110.639999,138014600
2009-12-11,111.110001,111.360001,110.610001,111.110001,111.110001,124854000
2009-12-14,111.870003,112.000000,111.129997,111.870003,111.870003,107141500
2009-12-15,111.459999,111.919998,111.000000,111.349998,111.349998,120408800
2009-12-16,111.800003,112.129997,111.269997,111.519997,111.519997,155358200
2009-12-17,110.720001,110.930000,110.080002,110.180000,110.180000,183390100
2009-12-18,110.199997,110.300003,109.279999,110.209999,110.209999,174591200
2009-12-21,110.760002,111.699997,110.760002,111.330002,111.330002,118039600
2009-12-22,111.570000,111.970001,111.430000,111.730003,111.730003,91707500
2009-12-23,112.000000,112.110001,111.500000,111.949997,111.949997,111783100
2009-12-24,112.190002,112.599998,112.000000,112.480003,112.480003,39677500
2009-12-28,112.900002,112.989998,112.320000,112.720001,112.720001,87508500
2009-12-29,113.010002,113.029999,112.550003,112.559998,112.559998,80572500
2009-12-30,112.230003,112.650002,112.169998,112.519997,112.519997,73138400
2009-12-31,112.769997,112.800003,111.389999,111.440002,111.440002,90637900
2010-01-04,112.370003,113.389999,111.510002,113.330002,113.330002,118944600
2010-01-05,113.260002,113.680000,112.849998,113.629997,113.629997,111579900
2010-01-06,113.519997,113.989998,113.430000,113.709999,113.709999,116074400
2010-01-07,113.500000,114.330002,113.180000,114.190002,114.190002,131091100
2010-01-08,113.889999,114.620003,113.660004,114.570000,114.570000,126402800
2010-01-11,115.080002,115.129997,114.239998,114.730003,114.730003,106375700
2010-01-12,113.970001,114.209999,113.220001,113.660004,113.660004,163333500
2010-01-13,113.949997,114.940002,113.370003,114.620003,114.620003,161822000
2010-01-14,114.489998,115.139999,114.419998,114.930000,114.930000,115718800
2010-01-15,114.730003,114.839996,113.199997,113.639999,113.639999,212283100
2010-01-19,113.620003,115.129997,113.589996,115.059998,115.059998,139172700
2010-01-20,114.279999,114.449997,112.980003,113.889999,113.889999,216490200
2010-01-21,113.919998,114.269997,111.559998,111.699997,111.699997,344859600
2010-01-22,111.199997,111.739998,109.089996,109.209999,109.209999,345942400
2010-01-25,110.209999,110.410004,109.410004,109.769997,109.769997,186937500
2010-01-26,109.339996,110.470001,109.040001,109.309998,109.309998,211168800
2010-01-27,109.169998,110.080002,108.330002,109.830002,109.830002,271863600
2010-01-28,110.190002,110.250000,107.910004,108.570000,108.570000,316104000
2010-01-29,109.040001,109.800003,107.220001,107.389999,107.389999,310677600
2010-02-01,108.150002,109.070000,107.500000,109.059998,109.059998,187865000
2010-02-02,109.260002,110.589996,108.879997,110.379997,110.379997,216327900
2010-02-03,109.879997,110.480003,109.510002,109.830002,109.830002,172730700
2010-02-04,108.980003,109.029999,106.419998,106.440002,106.440002,356715700
2010-02-05,106.559998,106.879997,104.580002,106.660004,106.660004,493585800
2010-02-08,106.739998,107.330002,105.809998,105.889999,105.889999,224166900
2010-02-09,107.129997,108.150002,106.269997,107.220001,107.220001,337820500
2010-02-10,107.050003,107.599998,106.110001,107.010002,107.010002,240511500
2010-02-11,106.870003,108.250000,106.250000,108.129997,108.129997,223591600
2010-02-12,106.989998,108.099998,106.510002,108.040001,108.040001,304622100
2010-02-16,108.860001,109.849998,107.820000,109.739998,109.739998,159317500
2010-02-17,110.269997,110.410004,109.739998,110.260002,110.260002,168845100
2010-02-18,110.080002,111.139999,110.040001,110.910004,110.910004,193708600
2010-02-19,110.620003,111.570000,110.360001,111.139999,111.139999,222684900
2010-02-22,111.550003,111.580002,110.830002,111.160004,111.160004,132346900
2010-02-23,110.860001,111.199997,109.519997,109.809998,109.809998,207497000
2010-02-24,110.139999,111.000000,109.860001,110.820000,110.820000,176350700
2010-02-25,109.239998,110.750000,108.940002,110.669998,110.669998,259634700
2010-02-26,110.769997,111.120003,110.110001,110.739998,110.739998,173589300
2010-03-01,111.199997,112.000000,111.169998,111.889999,111.889999,147709700
2010-03-02,112.370003,112.739998,112.000000,112.199997,112.199997,160992400
2010-03-03,112.489998,112.970001,112.019997,112.300003,112.300003,150785000
2010-03-04,112.449997,112.800003,112.029999,112.639999,112.639999,135770400
2010-03-05,113.370003,114.339996,113.099998,114.250000,114.250000,176118800
2010-03-08,114.260002,114.519997,114.070000,114.269997,114.269997,114631200
2010-03-09,113.930000,114.989998,113.870003,114.459999,114.459999,154556700
2010-03-10,114.510002,115.279999,114.410004,114.970001,114.970001,186088800
2010-03-11,114.699997,115.480003,114.349998,115.449997,115.449997,160791100
2010-03-12,115.949997,115.970001,115.139999,115.459999,115.459999,162074800
2010-03-15,115.260002,115.570000,114.599998,115.489998,115.489998,146816800
2010-03-16,115.809998,116.519997,115.489998,116.410004,116.410004,168673000
2010-03-17,116.760002,117.480003,116.419998,117.099998,117.099998,177468100
2010-03-18,117.110001,117.269997,116.570000,117.040001,117.040001,196509100
2010-03-19,115.970001,117.290001,115.519997,115.970001,115.970001,226641100
2010-03-22,115.309998,116.800003,115.239998,116.589996,116.589996,184477800
2010-03-23,116.760002,117.510002,116.379997,117.410004,117.410004,182941600
2010-03-24,116.970001,117.430000,115.580002,116.839996,116.839996,196072600
2010-03-25,117.629997,118.169998,116.510002,116.650002,116.650002,223396300
2010-03-26,116.870003,117.419998,116.120003,116.580002,116.580002,205808500
2010-03-29,117.169998,117.529999,116.690002,117.320000,117.320000,134513500
2010-03-30,117.459999,117.830002,116.910004,117.400002,117.400002,145772500
2010-03-31,116.949997,117.519997,116.610001,117.000000,117.000000,161078700
2010-04-01,117.800003,118.250000,117.099998,117.800003,117.800003,161215200
2010-04-05,118.250000,118.839996,117.919998,118.760002,118.760002,105847600
2010-04-06,118.419998,119.250000,118.290001,119.040001,119.040001,110384200
2010-04-07,118.800003,119.360001,117.809998,118.360001,118.360001,184576300
2010-04-08,117.949997,118.970001,117.599998,118.769997,118.769997,158704000
2010-04-09,119.019997,119.599998,118.800003,119.550003,119.550003,133006500
2010-04-12,119.699997,120.050003,119.559998,119.739998,119.739998,110279000
2010-04-13,119.620003,120.040001,119.000000,119.830002,119.830002,125043600
2010-04-14,120.269997,121.190002,120.080002,121.190002,121.190002,161609000
2010-04-15,120.989998,121.570000,120.949997,121.290001,121.290001,144615300
2010-04-16,120.860001,121.290001,118.750000,119.360001,119.360001,366786700
2010-04-19,119.010002,119.930000,118.470001,119.809998,119.809998,217947800
2010-04-20,120.559998,120.980003,119.870003,120.879997,120.879997,157708000
2010-04-21,120.949997,121.230003,119.989998,120.660004,120.660004,192910100
2010-04-22,119.809998,121.169998,119.120003,121.019997,121.019997,115360300
2010-04-23,120.940002,121.860001,120.629997,121.809998,121.809998,177335500
2010-04-26,121.849998,122.120003,121.230003,121.349998,121.349998,143457300
2010-04-27,120.650002,121.339996,118.250000,118.480003,118.480003,355853300
2010-04-28,119.050003,119.680000,118.269997,119.379997,119.379997,300674100
2010-04-29,120.099998,121.110001,120.070000,120.860001,120.860001,193775000
2010-04-30,120.879997,121.010002,118.779999,118.809998,118.809998,270000900
2010-05-03,119.379997,120.680000,119.199997,120.349998,120.349998,182747900
2010-05-04,119.010002,119.029999,116.919998,117.519997,117.519997,360353400
2010-05-05,116.559998,117.800003,115.970001,116.820000,116.820000,328973200
2010-05-06,116.260002,117.000000,105.000000,112.940002,112.940002,647356600
2010-05-07,112.639999,113.769997,109.410004,111.260002,111.260002,637558800
2010-05-10,115.809998,116.650002,114.910004,116.160004,116.160004,396159600
2010-05-11,115.070000,117.360001,114.910004,115.830002,115.830002,317849800
2010-05-12,116.290001,117.620003,116.089996,117.449997,117.449997,235607100
2010-05-13,117.129997,117.680000,115.889999,115.989998,115.989998,234452500
2010-05-14,115.120003,115.330002,112.870003,113.889999,113.889999,345601400
2010-05-17,114.199997,114.519997,111.769997,113.949997,113.949997,325739800
2010-05-18,114.879997,115.220001,112.029999,112.400002,112.400002,360556800
2010-05-19,111.769997,112.769997,110.360001,111.760002,111.760002,394742700
2010-05-20,109.379997,109.889999,107.470001,107.540001,107.540001,530418300
2010-05-21,105.910004,109.379997,105.360001,109.110001,109.110001,500909400
2010-05-24,108.519997,109.389999,107.610001,107.709999,107.709999,269823000
2010-05-25,105.110001,107.870003,104.379997,107.820000,107.820000,396505200
2010-05-26,108.480003,109.470001,106.849998,107.169998,107.169998,349719300
2010-05-27,109.190002,110.800003,108.779999,110.760002,110.760002,300870500
2010-05-28,110.639999,110.720001,108.849998,109.370003,109.370003,297933500
2010-06-01,108.349998,109.949997,107.370003,107.529999,107.529999,277909400
2010-06-02,108.080002,110.339996,107.510002,110.330002,110.330002,240243700
2010-06-03,110.650002,111.059998,109.580002,110.709999,110.709999,226618300
2010-06-04,108.610001,109.330002,106.459999,106.820000,106.820000,398475600
2010-06-07,107.199997,107.610001,105.410004,105.489998,105.489998,264609100
2010-06-08,105.570000,106.830002,104.650002,106.620003,106.620003,357774300
2010-06-09,107.239998,108.279999,105.599998,106.050003,106.050003,268023300
2010-06-10,107.860001,109.279999,106.040001,109.150002,109.150002,317890600
2010-06-11,108.190002,109.750000,108.120003,109.680000,109.680000,214128200
2010-06-14,110.519997,111.120003,109.400002,109.510002,109.510002,207196100
2010-06-15,110.279999,112.099998,110.089996,112.000000,112.000000,238268700
2010-06-16,111.419998,112.419998,111.199997,111.959999,111.959999,216374000
2010-06-17,112.279999,112.330002,111.050003,112.139999,112.139999,263185800
2010-06-18,111.830002,112.129997,111.370003,111.730003,111.730003,174006600
2010-06-21,113.120003,113.199997,110.790001,111.410004,111.410004,213140700
2010-06-22,111.410004,111.900002,109.410004,109.570000,109.570000,239355400
2010-06-23,109.639999,110.029999,108.480003,109.230003,109.230003,254639900
2010-06-24,108.690002,108.830002,107.139999,107.419998,107.419998,268523600
2010-06-25,107.739998,108.419998,106.769997,107.870003,107.870003,238726500
2010-06-28,108.029999,108.320000,107.139999,107.529999,107.529999,169218600
2010-06-29,106.019997,107.510002,103.550003,104.209999,104.209999,373649500
2010-06-30,103.919998,104.879997,102.879997,103.220001,103.220001,284101700
2010-07-01,103.150002,103.489998,101.129997,102.760002,102.760002,382924800
2010-07-02,103.110001,103.419998,101.620003,102.199997,102.199997,233385200
2010-07-06,103.639999,104.370003,101.879997,102.870003,102.870003,256935300
2010-07-07,103.129997,106.239998,103.019997,106.110001,106.110001,253769400
2010-07-08,107.000000,107.279999,105.910004,107.160004,107.160004,210842100
2010-07-09,107.129997,107.970001,106.930000,107.959999,107.959999,144999900
2010-07-12,107.599998,108.239998,107.150002,108.029999,108.029999,131283600
2010-07-13,109.150002,110.089996,108.930000,109.660004,109.660004,213025900
2010-07-14,109.309998,110.080002,108.860001,109.650002,109.650002,184426800
2010-07-15,109.610001,110.059998,108.169998,109.680000,109.680000,232337900
2010-07-16,109.089996,109.209999,106.449997,106.660004,106.660004,282693400
2010-07-19,107.050003,107.629997,106.220001,107.290001,107.290001,186709000
2010-07-20,105.870003,108.559998,105.820000,108.480003,108.480003,258162400
2010-07-21,109.040001,109.070000,106.629997,107.070000,107.070000,264527000
2010-07-22,108.339996,109.940002,108.330002,109.459999,109.459999,274781300
2010-07-23,109.239998,110.570000,108.930000,110.410004,110.410004,222020800
2010-07-26,110.599998,111.669998,110.290001,111.559998,111.559998,184445700
2010-07-27,112.169998,112.290001,111.110001,111.550003,111.550003,204855600
2010-07-28,111.320000,111.660004,110.459999,110.830002,110.830002,163056200
2010-07-29,111.519997,111.820000,109.410004,110.290001,110.290001,220149100
2010-07-30,109.169998,110.860001,108.980003,110.269997,110.269997,220070600
2010-08-02,111.989998,112.940002,111.540001,112.760002,112.760002,188263200
2010-08-03,112.480003,112.769997,111.849998,112.220001,112.220001,146657300
2010-08-04,112.529999,113.110001,112.160004,112.970001,112.970001,158171700
2010-08-05,112.250000,112.910004,112.080002,112.849998,112.849998,140473800
2010-08-06,111.739998,112.570000,110.919998,112.389999,112.389999,239728300
2010-08-09,112.919998,113.180000,112.320000,112.989998,112.989998,120800400
2010-08-10,112.029999,112.980003,111.370003,112.379997,112.379997,242916300
2010-08-11,110.650002,110.690002,109.120003,109.300003,109.300003,273406900
2010-08-12,107.650002,109.019997,107.599998,108.629997,108.629997,239542600
2010-08-13,108.290001,108.959999,108.180000,108.309998,108.309998,158698500
2010-08-16,107.570000,108.610001,107.180000,108.260002,108.260002,147895300
2010-08-17,109.190002,110.389999,108.879997,109.589996,109.589996,172270300
2010-08-18,109.540001,110.379997,108.910004,109.790001,109.790001,182922100
2010-08-19,109.220001,109.489998,107.430000,107.879997,107.879997,265847600
2010-08-20,107.559998,107.940002,106.750000,107.529999,107.529999,209714200
2010-08-23,108.040001,108.570000,107.070000,107.120003,107.120003,163490300
2010-08-24,105.949997,106.389999,104.970001,105.529999,105.529999,280677800
2010-08-25,104.949997,106.339996,104.290001,105.940002,105.940002,272234800
2010-08-26,106.440002,106.580002,104.879997,105.230003,105.230003,224439500
2010-08-27,105.889999,106.970001,104.309998,106.860001,106.860001,272649000
2010-08-30,106.580002,106.910004,105.300003,105.309998,105.309998,167238600
2010-08-31,104.919998,105.980003,104.489998,105.309998,105.309998,273933100
2010-09-01,106.730003,108.610001,106.660004,108.459999,108.459999,256828100
2010-09-02,108.720001,109.489998,108.489998,109.470001,109.470001,156112200
2010-09-03,110.540001,110.989998,109.949997,110.889999,110.889999,212197300
2010-09-07,110.370003,110.510002,109.550003,109.639999,109.639999,141973700
2010-09-08,109.860001,110.849998,109.809998,110.410004,110.410004,149924400
2010-09-09,111.650002,111.680000,110.620003,110.919998,110.919998,147017900
2010-09-10,111.120003,111.610001,110.870003,111.480003,111.480003,127819000
2010-09-13,112.580002,112.949997,112.129997,112.720001,112.720001,178503500
2010-09-14,112.500000,113.290001,112.080002,112.650002,112.650002,209823600
2010-09-15,112.320000,113.209999,111.980003,113.080002,113.080002,168608400
2010-09-16,112.730003,113.120003,112.349998,113.050003,113.050003,199962900
2010-09-17,113.040001,113.150002,112.180000,112.489998,112.489998,195836900
2010-09-20,112.879997,114.459999,112.519997,114.209999,114.209999,214555200
2010-09-21,114.300003,114.839996,113.510002,113.980003,113.980003,268389100
2010-09-22,113.800003,114.440002,113.099998,113.419998,113.419998,191322400
2010-09-23,112.489998,113.669998,112.180000,112.500000,112.500000,202354300
2010-09-24,113.750000,114.900002,113.650002,114.820000,114.820000,209671800
2010-09-27,114.860001,114.989998,114.160004,114.269997,114.269997,128761800
2010-09-28,114.419998,115.040001,113.180000,114.669998,114.669998,209207500
2010-09-29,114.379997,114.910004,114.019997,114.470001,114.470001,179665800
2010-09-30,115.050003,115.790001,113.589996,114.129997,114.129997,287106700
2010-10-01,114.989998,115.120003,113.930000,114.610001,114.610001,174638700
2010-10-04,114.370003,114.849998,113.180000,113.750000,113.750000,166153200
2010-10-05,114.800003,116.320000,114.669998,116.040001,116.040001,229634100
2010-10-06,116.019997,116.330002,115.559998,116.029999,116.029999,148626600
2010-10-07,116.500000,116.529999,115.190002,115.889999,115.889999,164860000
2010-10-08,116.050003,116.860001,115.610001,116.540001,116.540001,177760100
2010-10-11,116.720001,116.970001,116.250000,116.650002,116.650002,103098300
2010-10-12,116.269997,117.349998,115.650002,117.010002,117.010002,182210000
2010-10-13,117.660004,118.550003,117.379997,117.919998,117.919998,194347200
2010-10-14,117.809998,118.010002,116.720001,117.459999,117.459999,217764300
2010-10-15,118.279999,118.349998,116.760002,117.699997,117.699997,243705000
2010-10-18,117.739998,118.669998,117.309998,118.279999,118.279999,141204800
2010-10-19,117.190002,117.849998,116.019997,116.730003,116.730003,280604700
2010-10-20,116.940002,118.440002,116.870003,117.870003,117.870003,200051800
2010-10-21,118.400002,119.089996,117.209999,118.129997,118.129997,221585500
2010-10-22,118.309998,118.529999,118.000000,118.349998,118.349998,108212400
2010-10-25,119.139999,119.760002,118.610001,118.699997,118.699997,151145700
2010-10-26,118.099998,118.839996,117.870003,118.720001,118.720001,158982900
2010-10-27,117.889999,118.510002,117.260002,118.379997,118.379997,190024000
2010-10-28,119.059998,119.110001,117.830002,118.400002,118.400002,168576000
2010-10-29,118.279999,118.720001,118.070000,118.489998,118.489998,144305500
2010-11-01,119.070000,119.750000,117.849998,118.529999,118.529999,174074800
2010-11-02,119.419998,119.750000,119.099998,119.470001,119.470001,158345900
2010-11-03,119.680000,120.019997,118.449997,119.949997,119.949997,226702800
2010-11-04,121.279999,122.320000,119.970001,122.260002,122.260002,215039400
2010-11-05,122.339996,122.919998,122.180000,122.720001,122.720001,180654100
2010-11-08,122.339996,122.690002,121.940002,122.489998,122.489998,156107100
2010-11-09,122.820000,122.949997,121.120003,121.610001,121.610001,186621600
2010-11-10,121.580002,122.160004,120.660004,122.099998,122.099998,221387400
2010-11-11,121.050003,121.820000,120.680000,121.639999,121.639999,158017600
2010-11-12,120.820000,121.349998,119.650002,120.199997,120.199997,239068800
2010-11-15,120.580002,121.050003,119.980003,120.029999,120.029999,163940800
2010-11-16,119.290001,119.489998,117.589996,118.160004,118.160004,299566200
2010-11-17,118.209999,118.709999,117.860001,118.220001,118.220001,172308900
2010-11-18,119.360001,120.389999,119.349998,119.959999,119.959999,197723700
2010-11-19,119.900002,120.339996,119.250000,120.290001,120.290001,156852900
2010-11-22,119.690002,120.239998,118.769997,120.190002,120.190002,181361000
2010-11-23,118.769997,119.019997,117.989998,118.449997,118.449997,222309000
2010-11-24,119.199997,120.230003,119.180000,120.199997,120.199997,140046100
2010-11-26,119.160004,119.809998,118.800003,118.800003,118.800003,76007800
2010-11-29,118.500000,119.480003,117.739998,119.160004,119.160004,223642300
2010-11-30,117.980003,119.169998,117.809998,118.489998,118.489998,233930700
2010-12-01,120.199997,121.239998,120.190002,121.010002,121.010002,221037200
2010-12-02,121.199997,122.650002,121.129997,122.559998,122.559998,191213600
2010-12-03,122.139999,123.029999,122.110001,122.889999,122.889999,151288900
2010-12-06,122.629997,123.040001,122.500000,122.760002,122.760002,103050500
2010-12-07,123.940002,124.010002,122.760002,122.830002,122.830002,206581000
2010-12-08,122.980003,123.379997,122.410004,123.279999,123.279999,138019200
2010-12-09,123.970001,124.019997,123.150002,123.760002,123.760002,123705100
